product_id,category,sub_category,main_title,colors
http://eu.puma.com/it/en/pd/archive-mens-colour-block-full-zip-hoodie/572426.html,"[""New Arrivals"",""Featured"",""Sweatshirts \u0026 Hoodies"",""Clothing"",""Mens""]","[""New Arrivals"",""Featured"",""Sweatshirts \u0026 Hoodies"",""Clothing"",""Mens""]","
Archive Men's Colour Block Full Zip Hoodie
","[""Peacoat""]"
http://eu.puma.com/it/en/pd/archive-mens-colour-block-polo/572423.html,"[""New Arrivals"",""Polos"",""Clothing"",""Featured"",""Mens""]","[""New Arrivals"",""Polos"",""Clothing"",""Featured"",""Mens""]","
Archive Men's Colour Block Polo
","[""Peacoat""]"
http://eu.puma.com/it/en/pd/archive-mens-colour-block-polo/572433.html,"[""New Arrivals"",""Polos"",""Clothing"",""Featured"",""Mens""]","[""New Arrivals"",""Polos"",""Clothing"",""Featured"",""Mens""]","
Archive Men's Colour Block Polo
","[""Puma Black"",""Puma White""]"
http://eu.puma.com/it/en/pd/archive-mens-colour-block-reversible-tank-top/572431.html,"[""New Arrivals"",""Featured"",""Mens"",""Clothing"",""T-Shirts \u0026 Tops""]","[""New Arrivals"",""Featured"",""Mens"",""Clothing"",""T-Shirts \u0026 Tops""]","
Archive Men's Colour Block Reversible Tank Top
","[""Puma Black"",""TWILIGHT BLUE""]"
http://eu.puma.com/it/en/pd/archive-mens-colour-block-shorts/572430.html,"[""New Arrivals"",""Featured"",""Mens"",""Clothing"",""Shorts""]","[""New Arrivals"",""Featured"",""Mens"",""Clothing"",""Shorts""]","
Archive Men's Colour Block Shorts
","[""Puma Black"",""TWILIGHT BLUE""]"
http://eu.puma.com/it/en/pd/archive-mens-colour-block-sweat-bermudas/572413.html,"[""New Arrivals"",""Featured"",""Shorts"",""Clothing"",""Mens""]","[""New Arrivals"",""Featured"",""Shorts"",""Clothing"",""Mens""]","
Archive Men's Colour Block Sweat Bermudas
","[""Peacoat"",""Medium Gray Heather""]"
http://eu.puma.com/it/en/pd/archive-mens-colour-block-sweater/572424.html,"[""New Arrivals"",""Featured"",""Sweatshirts \u0026 Hoodies"",""Clothing"",""Mens""]","[""New Arrivals"",""Featured"",""Sweatshirts \u0026 Hoodies"",""Clothing"",""Mens""]","
Archive Men's Colour Block Sweater
","[""Medium Gray Heather""]"
http://eu.puma.com/it/en/pd/archive-mens-colour-block-sweatpants/572418.html,"[""New Arrivals"",""Featured"",""Pants"",""Clothing"",""Mens""]","[""New Arrivals"",""Featured"",""Pants"",""Clothing"",""Mens""]","
Archive Men's Colour Block Sweatpants
","[""Peacoat""]"
http://eu.puma.com/it/en/pd/archive-mens-colour-block-t-shirt/572420.html,"[""New Arrivals"",""Featured"",""Mens"",""Clothing"",""T-Shirts \u0026 Tops""]","[""New Arrivals"",""Featured"",""Mens"",""Clothing"",""T-Shirts \u0026 Tops""]","
Archive Men's Colour Block T-Shirt
","[""Peacoat""]"
http://eu.puma.com/it/en/pd/archive-mens-colour-block-t-shirt/572432.html,"[""New Arrivals"",""Featured"",""Mens"",""Clothing"",""T-Shirts \u0026 Tops""]","[""New Arrivals"",""Featured"",""Mens"",""Clothing"",""T-Shirts \u0026 Tops""]","
Archive Men's Colour Block T-Shirt
","[""Puma White"",""TWILIGHT BLUE""]"
http://eu.puma.com/it/en/pd/archive-mens-colour-block-t-shirt/572901.html,"[""New Arrivals"",""Featured"",""Mens"",""Clothing"",""T-Shirts \u0026 Tops""]","[""New Arrivals"",""Featured"",""Mens"",""Clothing"",""T-Shirts \u0026 Tops""]","
Archive Men's Colour Block T-Shirt
","[""Puma White"",""VIVACIOUS""]"
http://eu.puma.com/it/en/pd/archive-mens-full-zip-fleece-hoodie/571603.html,"[""Mens"",""Clothing"",""Sweatshirts \u0026 Hoodies""]","[""Mens"",""Clothing"",""Sweatshirts \u0026 Hoodies""]","
Archive Men's Full Zip Fleece Hoodie
","[""Peacoat""]"
http://eu.puma.com/it/en/pd/archive-mens-logo-aop-t-shirt/572652.html,"[""New Arrivals"",""Featured"",""Mens"",""Clothing"",""T-Shirts \u0026 Tops""]","[""New Arrivals"",""Featured"",""Mens"",""Clothing"",""T-Shirts \u0026 Tops""]","
Archive Men's Logo AOP T-Shirt
","[""Puma Black""]"
http://eu.puma.com/it/en/pd/archive-mens-logo-fleece-full-zip-hoodie/572893.html,"[""New Arrivals"",""Featured"",""Sweatshirts \u0026 Hoodies"",""Clothing"",""Mens""]","[""New Arrivals"",""Featured"",""Sweatshirts \u0026 Hoodies"",""Clothing"",""Mens""]","
Archive Men's Logo Fleece Full Zip Hoodie
","[""Cotton Black""]"
